code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
BBB,2014B,607,M,North Region,A Level or Equivalent,50-60%,0-35,2,90,N,Distinction
BBB,2014B,608,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass
CCC,2013J,608,M,North Western Region,Post Graduate Qualification,60-70%,0-35,0,60,N,Fail
BBB,2014B,609,M,South West Region,No Formal quals,20-30%,0-35,2,30,N,Pass
CCC,2014B,610,F,East Anglian Region,Post Graduate Qualification,40-50%,35-55,1,90,N,Pass
DDD,2014B,610,F,South West Region,Post Graduate Qualification,0-10%,0-35,2,60,N,Distinction
BBB,2013J,611,M,South Region,HE Qualification,40-50%,0-35,2,90,N,Withdrawn
BBB,2014B,612,F,East Midlands Region,Post Graduate Qualification,10-20%,35-55,2,60,Y,Fail
CCC,2014B,613,F,Scotland,Lower Than A Level,20-30%,0-35,2,30,N,Distinction
BBB,2014B,613,M,East Midlands Region,No Formal quals,20-30%,55<=,2,120,N,Fail
BBB,2013J,614,M,North Region,HE Qualification,20-30%,55<=,1,150,N,Withdrawn
CCC,2013J,615,M,West Midlands Region,HE Qualification,90-100%,0-35,2,150,N,Pass
EEE,2013J,615,F,West Midlands Region,Post Graduate Qualification,90-100%,55<=,0,150,N,Fail
EEE,2014B,616,F,Scotland,No Formal quals,80-90%,35-55,2,90,N,Pass
BBB,2013J,616,M,North Region,No Formal quals,20-30%,55<=,2,90,N,Fail
DDD,2013J,617,F,East Midlands Region,HE Qualification,0-10%,35-55,0,30,N,Pass
AAA,2014B,618,F,Scotland,A Level or Equivalent,80-90%,0-35,2,60,N,Withdrawn
DDD,2013J,619,F,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn
EEE,2013J,620,M,South East Region,Lower Than A Level,0-10%,55<=,0,120,N,Withdrawn
AAA,2014B,620,M,East Anglian Region,A Level or Equivalent,20-30%,35-55,1,150,N,Pass
CCC,2014B,621,F,North Region,HE Qualification,90-100%,55<=,2,120,N,Pass
EEE,2013J,621,F,East Midlands Region,A Level or Equivalent,50-60%,35-55,0,30,N,Pass
EEE,2014B,622,F,Scotland,A Level or Equivalent,40-50%,55<=,1,90,N,Pass
CCC,2013J,623,F,Wales,A Level or Equivalent,0-10%,35-55,2,30,N,Pass
BBB,2014B,624,F,West Midlands Region,Post Graduate Qualification,70-80%,0-35,2,120,N,Distinction
EEE,2013J,624,M,North Western Region,A Level or Equivalent,20-30%,0-35,2,150,N,Distinction
CCC,2014B,625,F,London Region,A Level or Equivalent,20-30%,35-55,2,30,N,Fail
EEE,2014B,625,M,East Midlands Region,Post Graduate Qualification,90-100%,55<=,1,150,N,Distinction
BBB,2013J,626,M,London Region,Post Graduate Qualification,60-70%,35-55,0,60,N,Pass
DDD,2014B,626,F,South East Region,Post Graduate Qualification,30-40%,35-55,0,150,N,Pass
DDD,2013J,627,M,South East Region,No Formal quals,0-10%,35-55,1,120,N,Distinction
CCC,2013J,628,M,West Midlands Region,Post Graduate Qualification,60-70%,35-55,1,120,N,Fail
DDD,2014B,628,F,South West Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass
AAA,2014B,629,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,90,N,Fail
EEE,2014B,630,M,Wales,No Formal quals,0-10%,0-35,0,60,N,Distinction
DDD,2014B,630,F,South Region,A Level or Equivalent,40-50%,55<=,1,60,N,Fail
CCC,2013J,631,M,East Midlands Region,Post Graduate Qualification,70-80%,55<=,0,90,N,Distinction
DDD,2014B,631,M,London Region,A Level or Equivalent,90-100%,35-55,1,120,Y,Fail
BBB,2013J,632,F,North Western Region,No Formal quals,10-20%,0-35,2,90,N,Pass
EEE,2013J,633,F,East Anglian Region,No Formal quals,90-100%,0-35,0,30,N,Fail
EEE,2014B,634,F,South Region,A Level or Equivalent,70-80%,55<=,0,30,Y,Withdrawn
BBB,2013J,634,M,East Midlands Region,A Level or Equivalent,30-40%,35-55,2,90,N,Fail
EEE,2014B,635,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,2,30,N,Fail
CCC,2013J,635,M,North Western Region,Post Graduate Qualification,80-90%,55<=,2,150,N,Pass
EEE,2014B,636,M,South West Region,Post Graduate Qualification,30-40%,55<=,1,60,N,Distinction
EEE,2014B,637,M,North Western Region,No Formal quals,60-70%,55<=,1,150,N,Pass
CCC,2013J,638,F,Scotland,No Formal quals,30-40%,35-55,1,150,N,Pass
EEE,2014B,638,F,London Region,HE Qualification,90-100%,0-35,0,30,N,Pass
DDD,2013J,639,M,East Anglian Region,No Formal quals,30-40%,0-35,0,120,N,Fail
BBB,2013J,640,F,South East Region,Lower Than A Level,20-30%,35-55,0,30,N,Fail
AAA,2014B,641,M,Wales,No Formal quals,0-10%,0-35,1,150,Y,Pass
BBB,2013J,641,M,Scotland,HE Qualification,0-10%,0-35,0,90,N,Fail
BBB,2013J,642,M,London Region,Lower Than A Level,50-60%,0-35,1,90,N,Pass
DDD,2013J,642,F,South West Region,Post Graduate Qualification,30-40%,55<=,1,90,N,Pass
AAA,2014B,643,F,North Region,Lower Than A Level,80-90%,0-35,1,150,N,Pass
DDD,2014B,643,M,South East Region,HE Qualification,70-80%,0-35,1,60,N,Pass
DDD,2014B,644,F,Scotland,A Level or Equivalent,60-70%,55<=,1,30,N,Withdrawn
BBB,2014B,645,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,2,90,N,Withdrawn
DDD,2013J,646,F,West Midlands Region,A Level or Equivalent,60-70%,55<=,2,30,N,Pass
DDD,2013J,647,F,Wales,HE Qualification,50-60%,0-35,2,150,N,Distinction
AAA,2013J,647,F,South East Region,No Formal quals,80-90%,0-35,2,120,N,Pass
DDD,2014B,648,F,Scotland,HE Qualification,0-10%,35-55,0,30,N,Withdrawn
BBB,2014B,649,M,London Region,Post Graduate Qualification,20-30%,55<=,2,120,N,Pass
DDD,2013J,650,F,London Region,A Level or Equivalent,90-100%,55<=,0,30,N,Fail
BBB,2014B,650,F,South East Region,Post Graduate Qualification,0-10%,55<=,1,60,N,Pass
AAA,2013J,651,F,Scotland,No Formal quals,70-80%,35-55,2,30,Y,Fail
CCC,2013J,651,M,South East Region,Post Graduate Qualification,10-20%,35-55,0,120,N,Distinction
CCC,2013J,652,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,120,N,Pass
BBB,2013J,652,M,West Midlands Region,HE Qualification,40-50%,55<=,1,150,Y,Fail
BBB,2014B,653,M,North Western Region,No Formal quals,20-30%,0-35,0,30,N,Fail
DDD,2013J,654,M,East Anglian Region,HE Qualification,30-40%,55<=,1,120,N,Pass
EEE,2014B,654,F,South Region,Lower Than A Level,0-10%,35-55,2,120,N,Pass
DDD,2013J,655,F,North Region,Lower Than A Level,20-30%,35-55,0,60,N,Distinction
AAA,2014B,656,F,North Western Region,Lower Than A Level,50-60%,35-55,0,120,Y,Pass
CCC,2013J,657,M,London Region,Post Graduate Qualification,80-90%,0-35,1,90,N,Withdrawn
AAA,2014B,658,F,London Region,Post Graduate Qualification,40-50%,35-55,0,90,N,Distinction
DDD,2014B,658,F,Wales,No Formal quals,80-90%,55<=,2,120,N,Fail
EEE,2013J,659,F,North Region,Post Graduate Qualification,60-70%,0-35,2,90,N,Fail
AAA,2014B,659,M,North Western Region,Lower Than A Level,40-50%,0-35,1,60,N,Pass
CCC,2014B,660,F,West Midlands Region,HE Qualification,30-40%,35-55,0,120,N,Fail
CCC,2014B,661,F,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,150,N,Pass
CCC,2014B,662,M,South Region,HE Qualification,30-40%,0-35,2,150,N,Pass
CCC,2013J,663,M,South Region,No Formal quals,50-60%,55<=,0,30,N,Fail
BBB,2013J,664,F,Scotland,Lower Than A Level,50-60%,35-55,0,60,N,Distinction
AAA,2014B,665,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,150,N,Withdrawn
DDD,2014B,665,F,London Region,Post Graduate Qualification,70-80%,0-35,2,30,N,Pass
BBB,2013J,666,F,North Western Region,Lower Than A Level,90-100%,55<=,2,30,N,Fail
DDD,2013J,666,F,London Region,Post Graduate Qualification,50-60%,35-55,0,60,N,Fail
AAA,2013J,667,F,Wales,A Level or Equivalent,60-70%,35-55,2,150,N,Pass
BBB,2014B,667,M,North Western Region,Lower Than A Level,10-20%,0-35,2,30,N,Withdrawn
DDD,2014B,668,M,West Midlands Region,Lower Than A Level,90-100%,35-55,2,150,N,Withdrawn
DDD,2013J,669,F,London Region,HE Qualification,30-40%,55<=,2,60,N,Fail
DDD,2014B,670,F,East Anglian Region,No Formal quals,30-40%,0-35,2,120,N,Fail
DDD,2014B,671,M,North Western Region,A Level or Equivalent,50-60%,35-55,0,150,N,Fail
CCC,2013J,672,F,London Region,No Formal quals,90-100%,35-55,0,60,N,Pass
DDD,2013J,672,M,North Region,HE Qualification,50-60%,0-35,1,60,N,Distinction
EEE,2013J,673,F,South East Region,A Level or Equivalent,40-50%,35-55,0,120,N,Pass
BBB,2014B,673,M,West Midlands Region,Post Graduate Qualification,90-100%,0-35,2,150,N,Withdrawn
CCC,2013J,674,F,South Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass
DDD,2013J,674,M,North Region,No Formal quals,70-80%,35-55,0,120,N,Fail
EEE,2013J,675,F,North Western Region,Post Graduate Qualification,90-100%,0-35,0,90,N,Distinction
BBB,2014B,675,M,South Region,No Formal quals,70-80%,55<=,2,150,N,Fail
DDD,2014B,676,M,South West Region,No Formal quals,70-80%,0-35,2,60,N,Withdrawn
BBB,2013J,676,M,North Region,A Level or Equivalent,0-10%,35-55,2,150,Y,Withdrawn
EEE,2013J,677,M,South Region,A Level or Equivalent,10-20%,0-35,1,120,N,Fail
DDD,2013J,677,F,London Region,No Formal quals,90-100%,0-35,1,150,N,Fail
BBB,2013J,678,F,East Anglian Region,Lower Than A Level,80-90%,35-55,2,30,Y,Pass
CCC,2013J,678,F,South West Region,Post Graduate Qualification,10-20%,55<=,0,60,N,Withdrawn
EEE,2014B,679,F,Scotland,No Formal quals,0-10%,35-55,1,60,N,Pass
BBB,2014B,680,M,London Region,Post Graduate Qualification,90-100%,0-35,1,60,N,Pass
EEE,2014B,681,M,North Region,A Level or Equivalent,10-20%,55<=,0,60,N,Withdrawn
BBB,2013J,682,F,South East Region,Post Graduate Qualification,70-80%,55<=,1,120,N,Fail
DDD,2014B,682,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,60,Y,Distinction
CCC,2013J,683,F,North Region,A Level or Equivalent,60-70%,0-35,0,150,N,Distinction
AAA,2013J,684,M,West Midlands Region,No Formal quals,60-70%,55<=,2,30,N,Fail
DDD,2014B,684,F,South East Region,HE Qualification,70-80%,55<=,0,90,N,Fail
AAA,2014B,685,M,London Region,Post Graduate Qualification,70-80%,55<=,0,60,N,Fail
EEE,2014B,686,M,South East Region,Lower Than A Level,70-80%,35-55,2,30,N,Distinction
DDD,2013J,687,M,South West Region,No Formal quals,40-50%,0-35,2,30,N,Pass
CCC,2014B,688,M,South West Region,A Level or Equivalent,20-30%,35-55,1,150,N,Withdrawn
AAA,2013J,688,M,West Midlands Region,HE Qualification,90-100%,0-35,2,30,N,Fail
BBB,2014B,689,F,Wales,Post Graduate Qualification,70-80%,35-55,2,120,Y,Pass
CCC,2014B,690,F,North Western Region,A Level or Equivalent,90-100%,35-55,1,90,Y,Pass
BBB,2013J,690,F,North Western Region,No Formal quals,10-20%,35-55,0,60,N,Pass
DDD,2013J,691,M,South West Region,No Formal quals,30-40%,55<=,2,150,N,Withdrawn
BBB,2014B,691,M,South East Region,No Formal quals,10-20%,35-55,0,30,N,Pass
CCC,2013J,692,F,South West Region,Post Graduate Qualification,80-90%,55<=,1,150,N,Fail
CCC,2014B,693,F,South Region,Post Graduate Qualification,20-30%,55<=,1,150,N,Fail
BBB,2013J,694,F,West Midlands Region,Post Graduate Qualification,80-90%,0-35,2,60,N,Fail
DDD,2013J,695,F,South Region,A Level or Equivalent,20-30%,35-55,2,120,N,Pass
BBB,2013J,696,M,London Region,HE Qualification,60-70%,0-35,2,60,N,Fail
CCC,2014B,696,F,Wales,Post Graduate Qualification,60-70%,55<=,1,30,N,Pass
AAA,2014B,697,F,South West Region,Post Graduate Qualification,40-50%,55<=,0,150,N,Fail
EEE,2013J,698,F,Wales,Lower Than A Level,70-80%,0-35,0,30,N,Pass
DDD,2014B,699,F,East Anglian Region,Post Graduate Qualification,80-90%,0-35,2,90,N,Fail
CCC,2014B,699,F,South Region,A Level or Equivalent,80-90%,0-35,1,90,N,Fail
DDD,2014B,700,F,Scotland,Lower Than A Level,90-100%,0-35,2,120,Y,Pass
EEE,2014B,700,F,South East Region,No Formal quals,50-60%,55<=,2,150,N,Pass
CCC,2014B,701,F,South West Region,Post Graduate Qualification,0-10%,0-35,1,150,Y,Pass
BBB,2014B,701,M,East Midlands Region,Lower Than A Level,90-100%,35-55,1,150,N,Fail
BBB,2013J,702,F,South West Region,HE Qualification,50-60%,35-55,0,120,N,Withdrawn
AAA,2013J,703,M,South West Region,No Formal quals,40-50%,0-35,0,30,N,Withdrawn
CCC,2013J,703,M,Wales,No Formal quals,70-80%,55<=,0,150,N,Pass
EEE,2014B,704,F,South West Region,HE Qualification,90-100%,55<=,0,60,N,Fail
DDD,2014B,704,M,North Region,No Formal quals,70-80%,55<=,0,60,N,Pass
AAA,2014B,705,M,Scotland,Post Graduate Qualification,90-100%,0-35,0,60,N,Distinction
CCC,2014B,705,M,North Western Region,Post Graduate Qualification,40-50%,35-55,0,90,N,Distinction
BBB,2014B,706,F,West Midlands Region,Lower Than A Level,80-90%,35-55,1,120,N,Distinction
AAA,2014B,706,F,Wales,HE Qualification,70-80%,0-35,0,30,N,Distinction
EEE,2014B,707,M,South Region,Post Graduate Qualification,0-10%,0-35,2,60,Y,Pass
DDD,2013J,707,F,East Midlands Region,No Formal quals,60-70%,0-35,1,30,N,Distinction
EEE,2013J,708,F,North Region,A Level or Equivalent,10-20%,35-55,0,60,N,Pass
BBB,2014B,708,F,West Midlands Region,Post Graduate Qualification,90-100%,35-55,0,150,N,Withdrawn
EEE,2014B,709,F,North Region,Post Graduate Qualification,40-50%,0-35,1,60,N,Distinction
DDD,2013J,709,F,London Region,Lower Than A Level,10-20%,55<=,2,30,N,Pass
CCC,2013J,710,M,North Western Region,Post Graduate Qualification,70-80%,55<=,1,30,N,Pass
DDD,2014B,711,M,North Region,Post Graduate Qualification,0-10%,0-35,1,30,N,Pass
EEE,2014B,711,M,South West Region,Post Graduate Qualification,10-20%,0-35,1,90,N,Withdrawn
BBB,2014B,712,F,East Anglian Region,Lower Than A Level,10-20%,55<=,2,90,N,Pass
AAA,2014B,713,M,West Midlands Region,Post Graduate Qualification,70-80%,55<=,1,90,N,Withdrawn
AAA,2014B,714,M,East Anglian Region,Lower Than A Level,10-20%,0-35,0,60,N,Withdrawn
CCC,2014B,715,M,East Anglian Region,Post Graduate Qualification,0-10%,55<=,1,60,N,Pass
AAA,2013J,716,F,East Midlands Region,No Formal quals,30-40%,55<=,0,150,N,Distinction
BBB,2014B,716,M,North Region,A Level or Equivalent,20-30%,0-35,0,30,N,Distinction
BBB,2014B,717,F,South Region,No Formal quals,30-40%,35-55,2,90,N,Pass
DDD,2014B,717,F,South Region,Lower Than A Level,60-70%,55<=,1,90,N,Pass
CCC,2013J,718,F,North Region,HE Qualification,10-20%,55<=,1,30,N,Pass
EEE,2014B,718,F,East Midlands Region,Lower Than A Level,30-40%,0-35,2,60,N,Pass
EEE,2014B,719,M,South West Region,HE Qualification,50-60%,35-55,2,120,N,Fail
DDD,2014B,719,M,East Anglian Region,No Formal quals,20-30%,35-55,2,90,N,Pass
CCC,2014B,720,M,West Midlands Region,Post Graduate Qualification,10-20%,0-35,2,90,Y,Fail
CCC,2014B,721,F,South West Region,A Level or Equivalent,70-80%,0-35,2,120,N,Pass
AAA,2013J,721,F,West Midlands Region,Post Graduate Qualification,70-80%,55<=,2,60,N,Withdrawn
CCC,2014B,722,F,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Pass
CCC,2014B,723,F,North Western Region,HE Qualification,80-90%,0-35,2,120,N,Fail
BBB,2013J,723,F,North Region,Lower Than A Level,70-80%,55<=,0,120,N,Pass
DDD,2013J,724,M,North Region,Lower Than A Level,40-50%,55<=,1,60,N,Pass
EEE,2014B,724,M,South West Region,A Level or Equivalent,0-10%,55<=,1,120,N,Distinction
CCC,2013J,725,F,East Anglian Region,Post Graduate Qualification,10-20%,0-35,2,120,N,Fail
BBB,2013J,725,M,North Western Region,A Level or Equivalent,20-30%,55<=,2,120,N,Pass
EEE,2013J,726,M,West Midlands Region,No Formal quals,40-50%,55<=,0,60,N,Withdrawn
BBB,2013J,726,F,Wales,Post Graduate Qualification,0-10%,0-35,1,60,N,Withdrawn
CCC,2013J,727,M,Scotland,No Formal quals,0-10%,0-35,0,90,N,Pass
BBB,2014B,728,F,East Anglian Region,HE Qualification,60-70%,35-55,0,120,N,Fail
AAA,2013J,728,M,East Midlands Region,Post Graduate Qualification,90-100%,0-35,2,150,N,Withdrawn
CCC,2014B,729,F,East Midlands Region,A Level or Equivalent,60-70%,35-55,1,90,N,Pass
BBB,2014B,730,F,North Western Region,Post Graduate Qualification,40-50%,0-35,1,60,N,Fail
DDD,2013J,731,M,London Region,Post Graduate Qualification,90-100%,55<=,0,60,N,Fail
DDD,2013J,732,F,South Region,HE Qualification,0-10%,0-35,0,120,N,Distinction
AAA,2013J,732,M,North Region,Lower Than A Level,50-60%,35-55,0,90,N,Pass
BBB,2014B,733,F,South East Region,A Level or Equivalent,80-90%,35-55,2,120,Y,Fail
AAA,2014B,733,F,Scotland,HE Qualification,0-10%,0-35,0,150,N,Pass
BBB,2013J,734,M,North Region,No Formal quals,0-10%,35-55,1,30,N,Withdrawn
EEE,2014B,734,F,East Anglian Region,HE Qualification,30-40%,0-35,1,120,N,Distinction
BBB,2014B,735,F,North Region,Post Graduate Qualification,30-40%,55<=,1,60,N,Distinction
AAA,2014B,735,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,1,60,N,Pass
EEE,2013J,736,M,Wales,A Level or Equivalent,70-80%,35-55,1,120,N,Pass
DDD,2013J,736,M,North Western Region,HE Qualification,0-10%,35-55,1,60,N,Pass
BBB,2014B,737,M,North Western Region,Lower Than A Level,20-30%,35-55,1,150,N,Fail
EEE,2014B,737,M,North Western Region,A Level or Equivalent,50-60%,0-35,2,150,Y,Fail
BBB,2013J,738,M,Wales,A Level or Equivalent,40-50%,35-55,1,90,N,Fail
CCC,2013J,739,M,East Anglian Region,A Level or Equivalent,10-20%,55<=,1,90,N,Pass
DDD,2013J,739,M,South Region,No Formal quals,0-10%,0-35,1,120,Y,Pass
DDD,2014B,740,F,Wales,HE Qualification,50-60%,0-35,2,90,N,Pass
EEE,2013J,741,F,London Region,No Formal quals,10-20%,35-55,1,90,N,Pass
BBB,2013J,741,M,South East Region,Lower Than A Level,50-60%,35-55,1,90,N,Fail
DDD,2014B,742,F,South West Region,Lower Than A Level,60-70%,0-35,1,60,N,Pass
BBB,2013J,742,F,East Midlands Region,No Formal quals,80-90%,55<=,0,150,N,Withdrawn
AAA,2013J,743,F,South West Region,Lower Than A Level,10-20%,35-55,1,30,N,Fail
DDD,2013J,744,M,South Region,HE Qualification,20-30%,0-35,2,150,N,Distinction
AAA,2014B,745,F,South East Region,No Formal quals,90-100%,35-55,1,90,Y,Pass
DDD,2014B,746,F,Scotland,No Formal quals,50-60%,55<=,2,30,N,Distinction
BBB,2014B,747,M,Wales,HE Qualification,90-100%,0-35,2,150,N,Fail
CCC,2014B,748,F,South East Region,Post Graduate Qualification,70-80%,55<=,1,90,N,Pass
AAA,2014B,749,M,Wales,No Formal quals,50-60%,0-35,1,60,Y,Pass
EEE,2014B,749,M,East Anglian Region,HE Qualification,20-30%,35-55,0,150,N,Fail
BBB,2014B,750,M,Wales,HE Qualification,50-60%,55<=,0,120,N,Distinction
CCC,2013J,750,M,South Region,Post Graduate Qualification,60-70%,55<=,1,60,Y,Pass
BBB,2014B,751,M,North Region,No Formal quals,80-90%,0-35,0,150,N,Pass
AAA,2014B,751,F,London Region,A Level or Equivalent,70-80%,0-35,1,90,N,Withdrawn
EEE,2013J,752,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
BBB,2013J,752,F,South West Region,Post Graduate Qualification,20-30%,0-35,2,60,N,Withdrawn
AAA,2014B,753,F,South East Region,A Level or Equivalent,80-90%,35-55,0,150,N,Withdrawn
AAA,2013J,754,F,South West Region,No Formal quals,20-30%,55<=,0,150,N,Fail
CCC,2013J,755,F,South West Region,A Level or Equivalent,70-80%,55<=,2,60,N,Fail
CCC,2014B,756,M,Wales,No Formal quals,10-20%,0-35,0,90,N,Fail
AAA,2013J,756,M,Scotland,No Formal quals,0-10%,0-35,1,120,N,Fail
EEE,2013J,757,M,Scotland,Lower Than A Level,90-100%,55<=,0,120,N,Withdrawn
DDD,2014B,757,M,South East Region,A Level or Equivalent,90-100%,35-55,1,60,Y,Withdrawn
BBB,2014B,758,F,West Midlands Region,HE Qualification,50-60%,55<=,2,30,N,Pass
DDD,2014B,758,M,London Region,Post Graduate Qualification,20-30%,55<=,2,30,Y,Pass
DDD,2014B,759,F,East Anglian Region,No Formal quals,10-20%,35-55,1,60,N,Pass
CCC,2013J,759,M,Wales,Post Graduate Qualification,60-70%,35-55,0,120,N,Pass
EEE,2014B,760,M,North Western Region,A Level or Equivalent,20-30%,0-35,1,90,N,Distinction
AAA,2014B,761,M,South Region,Post Graduate Qualification,10-20%,35-55,1,30,Y,Withdrawn
EEE,2014B,762,M,West Midlands Region,HE Qualification,0-10%,55<=,0,150,N,Distinction
AAA,2014B,762,M,East Midlands Region,Lower Than A Level,70-80%,55<=,2,30,N,Pass
CCC,2013J,763,F,South West Region,HE Qualification,40-50%,0-35,1,60,N,Pass
DDD,2013J,763,F,East Anglian Region,HE Qualification,90-100%,0-35,0,90,N,Fail
CCC,2014B,764,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,150,N,Pass
BBB,2013J,764,F,East Midlands Region,No Formal quals,40-50%,55<=,2,150,N,Fail
EEE,2013J,765,M,London Region,HE Qualification,50-60%,35-55,1,30,Y,Fail
CCC,2014B,765,M,East Midlands Region,No Formal quals,40-50%,55<=,0,150,N,Fail
EEE,2014B,766,F,Wales,Lower Than A Level,90-100%,55<=,2,60,Y,Pass
CCC,2014B,766,F,North Western Region,A Level or Equivalent,30-40%,0-35,2,60,N,Pass
BBB,2013J,767,M,West Midlands Region,Post Graduate Qualification,90-100%,35-55,1,90,N,Distinction
CCC,2013J,768,M,East Midlands Region,No Formal quals,20-30%,35-55,2,150,Y,Withdrawn
DDD,2014B,768,F,East Midlands Region,No Formal quals,30-40%,35-55,0,60,N,Pass
BBB,2014B,769,F,Scotland,A Level or Equivalent,80-90%,35-55,0,90,N,Pass
AAA,2013J,769,M,East Anglian Region,Post Graduate Qualification,20-30%,35-55,1,30,N,Fail
EEE,2013J,770,F,West Midlands Region,A Level or Equivalent,90-100%,35-55,2,30,N,Fail
BBB,2013J,770,M,North Western Region,Lower Than A Level,20-30%,35-55,1,120,Y,Pass
AAA,2013J,771,M,West Midlands Region,Post Graduate Qualification,0-10%,35-55,0,60,N,Distinction
DDD,2013J,772,F,Scotland,Lower Than A Level,60-70%,0-35,2,30,N,Fail
EEE,2014B,772,F,South Region,No Formal quals,80-90%,55<=,0,150,N,Pass
BBB,2014B,773,F,North Western Region,Post Graduate Qualification,10-20%,35-55,2,120,N,Pass
AAA,2013J,774,F,South Region,HE Qualification,10-20%,55<=,2,60,N,Pass
CCC,2014B,774,M,South Region,Lower Than A Level,70-80%,55<=,0,60,N,Pass
CCC,2013J,775,F,East Midlands Region,Lower Than A Level,60-70%,35-55,2,30,N,Fail
BBB,2013J,775,M,South East Region,Lower Than A Level,80-90%,0-35,2,90,N,Pass
AAA,2014B,776,F,North Western Region,No Formal quals,30-40%,35-55,2,90,N,Pass
CCC,2014B,776,F,North Region,Post Graduate Qualification,90-100%,35-55,2,30,N,Pass
AAA,2014B,777,F,London Region,Post Graduate Qualification,30-40%,35-55,1,120,N,Pass
CCC,2014B,777,F,South East Region,Post Graduate Qualification,90-100%,0-35,0,150,N,Distinction
BBB,2013J,778,F,West Midlands Region,Lower Than A Level,40-50%,55<=,2,90,N,Distinction
DDD,2014B,778,M,London Region,A Level or Equivalent,60-70%,55<=,1,90,N,Distinction
CCC,2013J,779,M,South East Region,No Formal quals,60-70%,35-55,0,60,Y,Withdrawn
AAA,2013J,779,M,South Region,Post Graduate Qualification,0-10%,55<=,0,150,N,Distinction
DDD,2014B,780,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,120,N,Fail
AAA,2013J,781,F,South Region,No Formal quals,70-80%,0-35,1,30,N,Pass
BBB,2014B,781,M,West Midlands Region,HE Qualification,10-20%,0-35,0,30,N,Distinction
DDD,2014B,782,M,Scotland,HE Qualification,60-70%,0-35,1,150,N,Distinction
CCC,2014B,782,F,East Midlands Region,No Formal quals,40-50%,55<=,1,60,N,Pass
AAA,2014B,783,F,South Region,A Level or Equivalent,30-40%,55<=,0,150,N,Withdrawn
EEE,2013J,783,M,West Midlands Region,HE Qualification,60-70%,35-55,0,90,N,Pass
BBB,2014B,784,M,North Western Region,Lower Than A Level,70-80%,35-55,0,90,N,Pass
DDD,2014B,784,F,North Region,HE Qualification,50-60%,55<=,2,150,N,Pass
DDD,2013J,785,F,North Western Region,No Formal quals,80-90%,0-35,0,150,N,Fail
EEE,2013J,785,F,North Western Region,No Formal quals,20-30%,0-35,2,150,N,Pass
EEE,2013J,786,M,South East Region,Post Graduate Qualification,40-50%,35-55,1,60,N,Withdrawn
CCC,2014B,786,F,South West Region,Post Graduate Qualification,0-10%,35-55,1,150,N,Distinction
EEE,2013J,787,M,Wales,Post Graduate Qualification,10-20%,55<=,2,150,N,Pass
BBB,2014B,788,F,North Western Region,A Level or Equivalent,70-80%,35-55,1,30,N,Pass
DDD,2013J,789,M,South East Region,A Level or Equivalent,90-100%,0-35,2,90,N,Fail
EEE,2013J,789,F,North Western Region,HE Qualification,30-40%,0-35,2,60,N,Withdrawn
DDD,2014B,790,F,South Region,No Formal quals,70-80%,0-35,1,120,N,Fail
EEE,2014B,791,M,North Region,A Level or Equivalent,40-50%,55<=,1,90,N,Distinction
CCC,2014B,791,F,North Region,No Formal quals,30-40%,35-55,1,150,N,Pass
CCC,2014B,792,F,North Western Region,HE Qualification,10-20%,35-55,1,120,N,Pass
DDD,2013J,793,F,South East Region,Lower Than A Level,0-10%,0-35,2,150,N,Pass
AAA,2014B,794,F,North Western Region,Lower Than A Level,40-50%,0-35,2,120,N,Fail
DDD,2014B,795,F,North Region,HE Qualification,80-90%,0-35,0,150,Y,Pass
AAA,2013J,796,M,London Region,Post Graduate Qualification,60-70%,55<=,0,150,N,Pass
AAA,2013J,797,M,London Region,No Formal quals,60-70%,55<=,2,120,N,Fail
AAA,2014B,798,F,West Midlands Region,A Level or Equivalent,90-100%,55<=,1,60,N,Fail
DDD,2014B,798,M,Wales,A Level or Equivalent,70-80%,0-35,2,60,Y,Distinction
BBB,2014B,799,M,Scotland,Post Graduate Qualification,30-40%,35-55,1,90,Y,Distinction
EEE,2013J,800,M,West Midlands Region,No Formal quals,70-80%,35-55,2,30,N,Fail
BBB,2013J,800,M,Wales,Lower Than A Level,0-10%,35-55,0,60,Y,Fail
CCC,2013J,801,M,North Western Region,HE Qualification,50-60%,55<=,0,150,N,Pass
CCC,2014B,802,M,London Region,Lower Than A Level,90-100%,35-55,1,120,N,Pass
